ano,fase,nivel,numero_questao,titulo,enunciado,alternativas,questao,classe
2007,1,2,16,meu primeiro computador,"daniel ganhou seu primeiro computador pessoal e está aprendendo a trabalhar com ele. seu computador possui uma tela de exibição de resultados e um peculiar teclado composto de cinco teclas nomeadas a, b, c, d e e. existe ainda uma memória interna, chamada num, que armazena apenas um número inteiro e possui inicialmente o valor zero. pode ser pressionada qualquer combinação de teclas e o efeito resultante dependerá da sequência digitada. as ações associadas a cada uma são: - se a é pressionada: num é inicializado com o valor dez. - se b é pressionada: e armazenado em num o valor que ele possuía subtraído um. - se c é pressionada: e armazenado em num o valor que ele possuía subtraído dois. - se d é pressionada: e armazenado em num o valor que ele possuía somado um. - se e é pressionada: e impresso na tela o valor contido em num.",(a) e-b-e-b-e-b-e. - (b) a-e-b-e-b-e-b-e. - (c) a-e-b-e-b-e. - (d) a-e-c-e-c-e. - (e) a-e-d-e-d-e.,qual ordem de digitação exibe na tela a sequência 10 9 8 7? -,outros
2007,1,2,15,quem ganhou o jogo?,"no jogo do par ou ímpar cada jogador escolhe com qual tipo de número vencerá, se um optou por par o outro fica, consequentemente, com ímpar. na rodada deste jogo, dois competidores contam até três e mostram, ao mesmo tempo, somente uma de suas mãos revelando de zero a cinco dedos. a soma dos dedos mostrados nas duas mãos dará o vencedor: se a soma for um número par vence quem escolheu par no início e se a soma for ímpar vence o adversário que escolheu ímpar.",(a) 4 (b) 3 (c) 2 (d) 1 (e) 0,"para as fichas 1,3,4,5,2,3,1,0,1,1,0 de roberto e 2,3,0,5,0,4,2,3,1,0,5 de ana, quantas vezes no mínimo roberto ganhou?",outros
2007,1,2,14,quem ganhou o jogo?,"no jogo do par ou ímpar cada jogador escolhe com qual tipo de número vencerá, se um optou por par o outro fica, consequentemente, com ímpar. na rodada deste jogo, dois competidores contam até três e mostram, ao mesmo tempo, somente uma de suas mãos revelando de zero a cinco dedos. a soma dos dedos mostrados nas duas mãos dará o vencedor: se a soma for um número par vence quem escolheu par no início e se a soma for ímpar vence o adversário que escolheu ímpar.",(a) 4 (b) 3 (c) 2 (d) 1 (e) 0,"para as fichas 2,3,3,4,5,1,1,2 de roberto e 4,4,4,2,3,1,0,5 de ana, quantas vezes no mínimo roberto ganhou?",outros
2007,1,2,9,aluguel de filmes,"fernanda pretende alugar alguns filmes para o fim de semana, ela pode escolher os seguintes gêneros: drama, terror, suspense, policial, comédia, documentário, aventura, faroeste. sua escolha deve seguir estas condições: - terror e drama não podem ser alugados juntos. - alugando comédia também deve-se alugar terror. - todos que alugam documentário alugam também romance. - todos os que alugam romance alugam também suspense. - se suspense é alugado, então policial também é alugado. - se comédia é alugado, então drama também é alugado. - se faroeste for alugado, então suspense não pode ser alugado.",(a) 4. 2. (b) 5. 3. (c) 6. 4. (d) 7. 5. (e) 8.,qual o maior número de gêneros de filmes que podem ser alugados? 1.,ordenação
2007,1,2,8,aluguel de filmes,"fernanda pretende alugar alguns filmes para o fim de semana, ela pode escolher os seguintes gêneros: drama, terror, suspense, policial, comédia, documentário, aventura, faroeste. sua escolha deve seguir estas condições: - terror e drama não podem ser alugados juntos. - alugando comédia também deve-se alugar terror. - todos que alugam documentário alugam também romance. - todos os que alugam romance alugam também suspense. - se suspense é alugado, então policial também é alugado. - se comédia é alugado, então drama também é alugado. - se faroeste for alugado, então suspense não pode ser alugado.",(a) documentário. 2. (b) suspense. 3. (c) policial. 4. (d) faroeste. 5. (e) aventura.,"se exatamente quatro gêneros de filmes são alugados, qual deve estar incluído? 1.",ordenação
2007,1,2,7,aluguel de filmes,"fernanda pretende alugar alguns filmes para o fim de semana, ela pode escolher os seguintes gêneros: drama, terror, suspense, policial, comédia, documentário, aventura, faroeste. sua escolha deve seguir estas condições: - terror e drama não podem ser alugados juntos. - alugando comédia também deve-se alugar terror. - todos que alugam documentário alugam também romance. - todos os que alugam romance alugam também suspense. - se suspense é alugado, então policial também é alugado. - se comédia é alugado, então drama também é alugado. - se faroeste for alugado, então suspense não pode ser alugado.",(a) aventura. 2. (b) comédia. 3. (c) policial. 4. (d) faroeste. 5. (e) terror.,qual dos gêneros não pode ser alugado por fernanda? 1.,ordenação
2007,1,2,4,cada um no seu lugar,"numa sala de aula existem cinco cadeiras, numeradas de 1 a 5, numa fileira junto à janela e sete alunos que ali desejam sentar: douglas, eduardo, gustavo, henrique, joão, karen e leonardo. a professora resolveu que somente quatro alunos vão ocupar as cadeiras. cada aluno senta em somente uma cadeira e restará uma vazia. somente cadeiras com números consecutivos são consideradas adjacentes. as seguintes condições influenciam a decisão da professora: - se douglas for selecionado então ele deve ficar na cadeira 1. - se leonardo for selecionado ele deve ficar na cadeira 2. - se karen for selecionada ela deve ficar na cadeira 4. - se eduardo ou gustavo for selecionado então ambos devem ser selecionados e colocados em cadeiras adjacentes. - se eduardo é selecionado então leonardo deve ser. - henrique deve ser selecionado ou karen deve ser selecionada mas não ambos.",(a) ele está na cadeira 1. - (b) ele está na cadeira 3. - (c) ele está na cadeira 5. - (d) ele não foi selecionado. - (e) ele está entre as duas cadeiras vazias.,suponha que a condição de existir uma cadeira vazia foi alterada tal que agora duas cadeiras devem ficar vazias e todas as outras condições permanecem as mesmas. se joão está na cadeira 2 então cada uma das opções abaixo pode ser uma afirmação verdadeira sobre henrique exceto: -,ordenação
2007,1,2,3,cada um no seu lugar,"numa sala de aula existem cinco cadeiras, numeradas de 1 a 5, numa fileira junto à janela e sete alunos que ali desejam sentar: douglas, eduardo, gustavo, henrique, joão, karen e leonardo. a professora resolveu que somente quatro alunos vão ocupar as cadeiras. cada aluno senta em somente uma cadeira e restará uma vazia. somente cadeiras com números consecutivos são consideradas adjacentes. as seguintes condições influenciam a decisão da professora: - se douglas for selecionado então ele deve ficar na cadeira 1. - se leonardo for selecionado ele deve ficar na cadeira 2. - se karen for selecionada ela deve ficar na cadeira 4. - se eduardo ou gustavo for selecionado então ambos devem ser selecionados e colocados em cadeiras adjacentes. - se eduardo é selecionado então leonardo deve ser. - henrique deve ser selecionado ou karen deve ser selecionada mas não ambos.",(a) joão foi selecionado e colocado numa cadeira. - (b) leonardo foi selecionado e colocado numa cadeira. - (c) a cadeira 3 está vazia. - (d) a cadeira 5 está vazia. - (e) eduardo ou gustavo ocupam a cadeira 4.,qual das opções abaixo sempre é verdadeira? -,ordenação
2007,1,2,2,cada um no seu lugar,"numa sala de aula existem cinco cadeiras, numeradas de 1 a 5, numa fileira junto à janela e sete alunos que ali desejam sentar: douglas, eduardo, gustavo, henrique, joão, karen e leonardo. a professora resolveu que somente quatro alunos vão ocupar as cadeiras. cada aluno senta em somente uma cadeira e restará uma vazia. somente cadeiras com números consecutivos são consideradas adjacentes. as seguintes condições influenciam a decisão da professora: - se douglas for selecionado então ele deve ficar na cadeira 1. - se leonardo for selecionado ele deve ficar na cadeira 2. - se karen for selecionada ela deve ficar na cadeira 4. - se eduardo ou gustavo for selecionado então ambos devem ser selecionados e colocados em cadeiras adjacentes. - se eduardo é selecionado então leonardo deve ser. - henrique deve ser selecionado ou karen deve ser selecionada mas não ambos.","(a) douglas, eduardo, karen. - (b) eduardo, henrique, leonardo. - (c) eduardo, gustavo, karen. - (d) gustavo, henrique, karen. - (e) gustavo, henrique, leonardo.","se joão for colocado na cadeira adjacente à cadeira vazia, então quais são os três outros alunos que podem ser selecionados para ocupar uma das cadeiras? -",ordenação
2007,1,2,1,cada um no seu lugar,"numa sala de aula existem cinco cadeiras, numeradas de 1 a 5, numa fileira junto à janela e sete alunos que ali desejam sentar: douglas, eduardo, gustavo, henrique, joão, karen e leonardo. a professora resolveu que somente quatro alunos vão ocupar as cadeiras. cada aluno senta em somente uma cadeira e restará uma vazia. somente cadeiras com números consecutivos são consideradas adjacentes. as seguintes condições influenciam a decisão da professora: - se douglas for selecionado então ele deve ficar na cadeira 1. - se leonardo for selecionado ele deve ficar na cadeira 2. - se karen for selecionada ela deve ficar na cadeira 4. - se eduardo ou gustavo for selecionado então ambos devem ser selecionados e colocados em cadeiras adjacentes. - se eduardo é selecionado então leonardo deve ser. - henrique deve ser selecionado ou karen deve ser selecionada mas não ambos.","(a) cadeira 1: henrique, cadeira 2: leonardo, cadeira 3: eduardo, cadeira 4: gustavo, cadeira 5: joão. (b) cadeira 1: vazia, cadeira 2: eduardo, cadeira 3: gustavo, cadeira 4: joão, cadeira 5: henrique. (c) cadeira 1: douglas, cadeira 2: leonardo, cadeira 3: joão, cadeira 4: karen, cadeira 5: vazia. (d) cadeira 1: henrique, cadeira 2: leonardo, cadeira 3: vazia, cadeira 4: eduardo, cadeira 5: karen. (e) cadeira 1: douglas, cadeira 2: henrique, cadeira 3: leonardo, cadeira 4: eduardo, cadeira 5: vazia.",qual das seguintes opções é uma associação correta alunocadeira?,ordenação
2007,1,2,20,meu primeiro computador,"daniel ganhou seu primeiro computador pessoal e está aprendendo a trabalhar com ele. seu computador possui uma tela de exibição de resultados e um peculiar teclado composto de cinco teclas nomeadas a, b, c, d e e. existe ainda uma memória interna, chamada num, que armazena apenas um número inteiro e possui inicialmente o valor zero. pode ser pressionada qualquer combinação de teclas e o efeito resultante dependerá da sequência digitada. as ações associadas a cada uma são: - se a é pressionada: num é inicializado com o valor dez. - se b é pressionada: e armazenado em num o valor que ele possuía subtraído um. - se c é pressionada: e armazenado em num o valor que ele possuía subtraído dois. - se d é pressionada: e armazenado em num o valor que ele possuía somado um. - se e é pressionada: e impresso na tela o valor contido em num.",(a) 10 11 9. - (b) 10 10 10 8. - (c) 10 10 11 9. - (d) 10 8 7 9. - (e) 10 11 10 9.,o que é exibido na tela se for digitada a sequência d-d-c-d-b-d-d-a-e-e-d-e-a-b-e? -,outros
2007,1,2,11,quem ganhou o jogo?,"no jogo do par ou ímpar cada jogador escolhe com qual tipo de número vencerá, se um optou por par o outro fica, consequentemente, com ímpar. na rodada deste jogo, dois competidores contam até três e mostram, ao mesmo tempo, somente uma de suas mãos revelando de zero a cinco dedos. a soma dos dedos mostrados nas duas mãos dará o vencedor: se a soma for um número par vence quem escolheu par no início e se a soma for ímpar vence o adversário que escolheu ímpar. roberto e ana estão usando o jogo do par ou ímpar para realizar uma competição entre eles. roberto sempre escolhe ímpar e ana sempre escolhe par. várias rodadas são realizadas e a cada jogada ana anota numa nova ficha branca qual o número colocado por ela. o mesmo é feito por roberto que anota suas jogadas cada qual em uma ficha da cor azul. no fim do dia, eles juntam as fichas e retornam para casa. no caminho roberto tropeça e derruba todas as fichas. mesmo podendo saber de quem era qual ficha não podem descobrir a ordem em que elas se encontravam. roberto e ana precisam agora saber quem venceu a competição.","(a) fichas do roberto: 0,2,3,4,1,2. fichas de ana: 1,0,3,7,4,5. (b) fichas de ana: 0,1,2,3,3,0. fichas do roberto: 2,2,5,1,1,0. (c) fichas de ana: 1,2,4,5,2,3. fichas do roberto: 1,2,4,5,1,2,1. (d) fichas do roberto: 6,5,7,4,1,0. fichas de ana: 0,1,2,1,2,2. (e) fichas de ana: 1,2,0,0,1. fichas do roberto: 3,3,0,2,4,5.",qual das seguintes opções pode representar anotações válidas de jogadas?,outros
2007,1,2,15,quem ganhou o jogo?,"no jogo do par ou ímpar cada jogador escolhe com qual tipo de número vencerá, se um optou por par o outro fica, consequentemente, com ímpar. na rodada deste jogo, dois competidores contam até três e mostram, ao mesmo tempo, somente uma de suas mãos revelando de zero a cinco dedos. a soma dos dedos mostrados nas duas mãos dará o vencedor: se a soma for um número par vence quem escolheu par no início e se a soma for ímpar vence o adversário que escolheu ímpar. roberto e ana estão usando o jogo do par ou ímpar para realizar uma competição entre eles. roberto sempre escolhe ímpar e ana sempre escolhe par. várias rodadas são realizadas e a cada jogada ana anota numa nova ficha branca qual o número colocado por ela. o mesmo é feito por roberto que anota suas jogadas cada qual em uma ficha da cor azul. no fim do dia, eles juntam as fichas e retornam para casa. no caminho roberto tropeça e derruba todas as fichas. mesmo podendo saber de quem era qual ficha não podem descobrir a ordem em que elas se encontravam. roberto e ana precisam agora saber quem venceu a competição.",(a) 4 (b) 3 (c) 2 (d) 1 (e) 0,"para as fichas 1,3,4,5,2,3,1,0,1,1,0 de roberto e 2,3,0,5,0,4,2,3,1,0,5 de ana, quantas vezes no mínimo roberto ganhou?",outros
2007,1,2,5,cada um no seu lugar,"numa sala de aula existem cinco cadeiras, numeradas de 1 a 5, numa fileira junto à janela e sete alunos que ali desejam sentar: douglas, eduardo, gustavo, henrique, joão, karen e leonardo. a professora resolveu que somente quatro alunos vão ocupar as cadeiras. cada aluno senta em somente uma cadeira e restará uma vazia. somente cadeiras com números consecutivos são consideradas adjacentes. as seguinte condições também influenciam a decisão da professora: - se douglas for selecionado então ele deve ficar na cadeira 1. - se leonardo for selecionado ele deve ficar na cadeira 2. - se karen for selecionada ela deve ficar na cadeira 4. - se eduardo ou gustavo for selecionado então ambos devem ser selecionados e colocados em cadeiras adjacentes. - se eduardo é selecionado então leonardo também deve ser. - henrique deve ser selecionado ou karen deve ser selecionada mas não ambos.",(a) ele está na cadeira 1. (b) ele está na cadeira 3. (c) ele está na cadeira 5. (d) ele não foi selecionado. (e) ele está entre as duas cadeiras vazias.,suponha que a condição de existir uma cadeira vazia foi alterada tal que agora duas cadeiras devem ficar vazias e três com alunos. todas as outras condições permanecem as mesmas. se joão está na cadeira 2 então cada uma das opções abaixo pode ser uma afirmação verdadeira sobre henrique exceto:,ordenação
2007,2,1,19,no restaurante italiano,"sandro sempre que vai ao restaurante italiano põe em sua macarronada no mínimo dois dos três tipos disponíveis de molhos: molho 1, molho 2 e molho 3. além disso, acrescenta ao prato um ou mais acompanhamentos dos seis tipos disponíveis: u, v, w, x, y e z. - se u é adicionado então v deve também ser adicionado ao prato. - u ou x deve ser adicionado, mas não ambos. - se z é adicionado então v não pode ser adicionado ao prato. - se o molho 1 é colocado na macarronada então os acompanhamentos v e w devem ser adicionados. - se o molho 3 é colocado na macarronada então o acompanhamento z deve ser adicionado.",(a) molho 3 (b) w (c) x (d) y (e) z,"se sandro adiciona o acompanhamento u e exatamente outros dois acompanhamentos, então qual das opções abaixo também deve ter sido adicionada?",agrupamento
2007,2,1,18,no restaurante italiano,"sandro sempre que vai ao restaurante italiano põe em sua macarronada no mínimo dois dos três tipos disponíveis de molhos: molho 1, molho 2 e molho 3. além disso, acrescenta ao prato um ou mais acompanhamentos dos seis tipos disponíveis: u, v, w, x, y e z. - se u é adicionado então v deve também ser adicionado ao prato. - u ou x deve ser adicionado, mas não ambos. - se z é adicionado então v não pode ser adicionado ao prato. - se o molho 1 é colocado na macarronada então os acompanhamentos v e w devem ser adicionados. - se o molho 3 é colocado na macarronada então o acompanhamento z deve ser adicionado.","(a) u (b) x (c) x, z (d) w, v (e) v, w, x","se sandro adiciona em seu prato o menor número possível de acompanhamentos, qual das opções abaixo é uma lista completa e correta de acompanhamentos adicionados à macarronada?",agrupamento
2007,2,1,17,no restaurante italiano,"sandro sempre que vai ao restaurante italiano põe em sua macarronada no mínimo dois dos três tipos disponíveis de molhos: molho 1, molho 2 e molho 3. além disso, acrescenta ao prato um ou mais acompanhamentos dos seis tipos disponíveis: u, v, w, x, y e z. - se u é adicionado então v deve também ser adicionado ao prato. - u ou x deve ser adicionado, mas não ambos. - se z é adicionado então v não pode ser adicionado ao prato. - se o molho 1 é colocado na macarronada então os acompanhamentos v e w devem ser adicionados. - se o molho 3 é colocado na macarronada então o acompanhamento z deve ser adicionado.",(a) u (b) v (c) w (d) x (e) z,"se exatamente quatro acompanhamentos são colocados, qual acompanhamento deve ter sido adicionado?",agrupamento
2007,2,1,16,no restaurante italiano,"sandro sempre que vai ao restaurante italiano põe em sua macarronada no mínimo dois dos três tipos disponíveis de molhos: molho 1, molho 2 e molho 3. além disso, acrescenta ao prato um ou mais acompanhamentos dos seis tipos disponíveis: u, v, w, x, y e z. - se u é adicionado então v deve também ser adicionado ao prato. - u ou x deve ser adicionado, mas não ambos. - se z é adicionado então v não pode ser adicionado ao prato. - se o molho 1 é colocado na macarronada então os acompanhamentos v e w devem ser adicionados. - se o molho 3 é colocado na macarronada então o acompanhamento z deve ser adicionado.","(a) molho 1, molho 2, v, w, y (b) molho 1, molho 2, v, x, y (c) molho 1, molho 3, u, v, w, z (d) molho 2, molho 3, u, w, y (e) molho 2, molho 3, w, x, z",qual das opções abaixo pode ser uma lista completa e correta de molhos e acompanhamentos colocados na macarronada?,agrupamento
2007,2,1,15,quem é o líder?,"existem três computadores, a, b e c, que possuem respectivamente os seguintes números de identificação: 13, 42 e 17. cada par de computadores está ligado através de um canal de comunicação, de forma que quaisquer dois computadores podem trocar mensagens entre si. para os computadores descritos serão três canais no total. deve-se escolher somente um dos computadores para ser o líder e os outros dois restantes devem ter conhecimento de quem é este líder. vale a seguinte condição: - o líder é o computador com maior valor absoluto de número de identificação",(a) 8 (b) 16 (c) 24 (d) 31 (e) 42,"sabe-se de um método de outros de líder para o qual uma rede com quatro computadores precisa trocar oito mensagens, uma rede com cinco computadores precisa trocar dez mensagens e uma rede com seis computadores precisar trocar doze mensagens. o número de mensagens trocadas neste método pode ser definido como 2 n, onde n é o número de computadores na rede: para n igual a cinco temos dez mensagens; para n igual a nove temos 18 mensagens trocadas e assim por diante. todas as opções abaixo mostram o total de mensagens trocadas para um dado número de computadores ao se utilizar este método de eleição, exceto:",outros
2007,2,1,14,quem é o líder?,"existem três computadores, a, b e c, que possuem respectivamente os seguintes números de identificação: 13, 42 e 17. cada par de computadores está ligado através de um canal de comunicação, de forma que quaisquer dois computadores podem trocar mensagens entre si. para os computadores descritos serão três canais no total. deve-se escolher somente um dos computadores para ser o líder e os outros dois restantes devem ter conhecimento de quem é este líder. vale a seguinte condição: - o líder é o computador com maior valor absoluto de número de identificação",(a) (1;1) (3;9) (b) (1;10) (3;30) (c) (1;1) (3;27) (d) (1;12) (3;30) (e) (1;1) (3;2),"existem muitas formas de se trocar mensagens para se conhecer um líder. as opções abaixo apresentam séries de pares extraídos do comportamento de métodos de eleição de líder, onde cada par representa o (número de computadores da rede ; número de mensagens trocadas na eleição). deseja-se saber qual alternativa abaixo mostra um método onde o número de mensagens trocadas para eleição de um líder cresce mais rapidamente com o aumento de computadores na rede, para um mesmo intervalo amostrado.",outros
2007,2,1,13,quem é o líder?,"existem três computadores, a, b e c, que possuem respectivamente os seguintes números de identificação: 13, 42 e 17. cada par de computadores está ligado através de um canal de comunicação, de forma que quaisquer dois computadores podem trocar mensagens entre si. para os computadores descritos serão três canais no total. deve-se escolher somente um dos computadores para ser o líder e os outros dois restantes devem ter conhecimento de quem é este líder. vale a seguinte condição: - o líder é o computador com maior valor absoluto de número de identificação",(a) 5 (b) 8 (c) 10 (d) 12 (e) 14,"considere a seguinte técnica para que os computadores determinem quem é o líder: cada computador coloca numa mensagem m seu número de identificação e a envia para todos os outros computadores. quando um computador recebe uma mensagem m ele compara o número que veio na mensagem com seu próprio número de identificação. como cada computador recebe uma mensagem de todos os outros, qualquer máquina saberá quem é o líder. para a rede definida foram enviadas seis mensagens ao todo para se conhecer o líder. se ao invés de três computadores fossem quatro e usando a mesma regra de ligação entre eles, quantas mensagens são necessárias, no mínimo, para se conhecer o líder?",outros
2007,2,1,12,quem é o líder?,"existem três computadores, a, b e c, que possuem respectivamente os seguintes números de identificação: 13, 42 e 17. cada par de computadores está ligado através de um canal de comunicação, de forma que quaisquer dois computadores podem trocar mensagens entre si. para os computadores descritos serão três canais no total. deve-se escolher somente um dos computadores para ser o líder e os outros dois restantes devem ter conhecimento de quem é este líder. vale a seguinte condição: - o líder é o computador com maior valor absoluto de número de identificação",(a) 6 (b) 5 (c) 4 (d) 3 (e) 2,"suponha que o computador a envia uma mensagem m para b e para c, o computador b envia uma mensagem m para a e para c e o computador c envia uma mensagem m para a e para b. após todas as mensagens terem sido recebidas, quantas mensagens m vão ter circulado em cada canal de comunicação?",outros
2007,2,1,11,quem é o líder?,"existem três computadores, a, b e c, que possuem respectivamente os seguintes números de identificação: 13, 42 e 17. cada par de computadores está ligado através de um canal de comunicação, de forma que quaisquer dois computadores podem trocar mensagens entre si. para os computadores descritos serão três canais no total. deve-se escolher somente um dos computadores para ser o líder e os outros dois restantes devem ter conhecimento de quem é este líder. vale a seguinte condição: - o líder é o computador com maior valor absoluto de número de identificação",(a) a (b) b (c) c (d) não é possível definir. (e) os três serão líderes.,qual computador deve ser o líder desta rede?,outros
2007,2,1,10,tocador de mp3,"para gravar em seu tocador mp3, francisco precisa selecionar três cds de música dos seis que possui: k, o, s, t, v e w, seguindo as seguintes condições: - k deve ser selecionado, s deve ser selecionado ou ambos devem ser selecionados. - o ou v deve ser selecionado, mas nem v nem s podem ser selecionados com o.",(a) k e o (b) k e t (c) o e w (d) t e w (e) v e w,qual dos pares contém cds que não podem ser selecionados ao mesmo tempo?,agrupamento
2007,2,1,9,tocador de mp3,"para gravar em seu tocador mp3, francisco precisa selecionar três cds de música dos seis que possui: k, o, s, t, v e w, seguindo as seguintes condições: - k deve ser selecionado, s deve ser selecionado ou ambos devem ser selecionados. - o ou v deve ser selecionado, mas nem v nem s podem ser selecionados com o.",(a) k e o (b) k e t (c) k e w (d) o e t (e) o e w,"se v não é selecionado, qual par de cds deve ser obrigatoriamente selecionados?",agrupamento
2007,2,1,8,tocador de mp3,"para gravar em seu tocador mp3, francisco precisa selecionar três cds de música dos seis que possui: k, o, s, t, v e w, seguindo as seguintes condições: - k deve ser selecionado, s deve ser selecionado ou ambos devem ser selecionados. - o ou v deve ser selecionado, mas nem v nem s podem ser selecionados com o.",(a) k (b) o (c) t (d) v (e) w,"se s é selecionado, qual dos cds abaixo também deve ser obrigatoriamente selecionado?",agrupamento
2007,2,1,7,tocador de mp3,"para gravar em seu tocador mp3, francisco precisa selecionar três cds de música dos seis que possui: k, o, s, t, v e w, seguindo as seguintes condições: - k deve ser selecionado, s deve ser selecionado ou ambos devem ser selecionados. - o ou v deve ser selecionado, mas nem v nem s podem ser selecionados com o.","(a) s e v (b) t e w (c) v e w (d) s, w e t (e) v, w e t","se k e o forem selecionados, qual das opções abaixo representa o conjunto dos cds do qual francisco ainda pode escolher um sem infringir qualquer condição?",agrupamento
2007,2,1,6,tocador de mp3,"para gravar em seu tocador mp3, francisco precisa selecionar três cds de música dos seis que possui: k, o, s, t, v e w, seguindo as seguintes condições: - k deve ser selecionado, s deve ser selecionado ou ambos devem ser selecionados. - o ou v deve ser selecionado, mas nem v nem s podem ser selecionados com o.","(a) k, o e s (b) k, s e t (c) k, s e v (d) o, s e v (e) o, t e v",qual das seguintes opções abaixo é uma seleção válida de cds?,agrupamento
2007,2,1,20,no restaurante italiano,"sandro sempre que vai ao restaurante italiano põe em sua macarronada no mínimo dois dos três tipos disponíveis de molhos: molho 1, molho 2 e molho 3. além disso, acrescenta ao prato um ou mais acompanhamentos dos seis tipos disponíveis: u, v, w, x, y e z. - se u é adicionado então v deve também ser adicionado ao prato. - u ou x deve ser adicionado, mas não ambos. - se z é adicionado então v não pode ser adicionado ao prato. - se o molho 1 é colocado na macarronada então os acompanhamentos v e w devem ser adicionados. - se o molho 3 é colocado na macarronada então o acompanhamento z deve ser adicionado.",(a) u (b) z (c) x (d) y (e) v,"se sandro adiciona o molho 1 e o molho 2, então qual das opções de acompanhamento abaixo deve ter sido adicionada?",agrupamento
2007,2,1,21,marionetes,"um grupo de manipulação de bonecos precisa se apresentar em sete cidades: e, f, g, h, i, j e s. as seguintes condições influenciam a ordem de visita às cidades: - cada cidade só deve ser visitada uma vez. - a cidade e deve ser visitada antes de f. - a cidade f deve ser visitada antes de i. - a cidade i deve ser visitada após g. - a cidade h deve ser visitada após g. - a cidade j deve ser visitada após i. - a cidade s não pode ser visitada nem imediatamente antes, nem imediatamente depois das cidades f ou i.","(a) e, f, g, s, i, j, h (b) e, h, f, g, i, j, s (c) e, s, g, f, j, h, i (d) g, e, f, i, h, s, j (e) g, e, h, s, f, i, j",qual as opções abaixo é uma lista completa e correta de uma ordem de visita de cidades pelo grupo?,ordenação
2007,2,1,22,marionetes,"um grupo de manipulação de bonecos precisa se apresentar em sete cidades: e, f, g, h, i, j e s. as seguintes condições influenciam a ordem de visita às cidades: - cada cidade só deve ser visitada uma vez. - a cidade e deve ser visitada antes de f. - a cidade f deve ser visitada antes de i. - a cidade i deve ser visitada após g. - a cidade h deve ser visitada após g. - a cidade j deve ser visitada após i. - a cidade s não pode ser visitada nem imediatamente antes, nem imediatamente depois das cidades f ou i.",(a) primeiro (b) quarto (c) quinto (d) sexto (e) sétimo,"se h é visitada em segundo lugar, então a cidade s pode ser visitada em:",ordenação
2007,2,1,23,marionetes,"um grupo de manipulação de bonecos precisa se apresentar em sete cidades: e, f, g, h, i, j e s. as seguintes condições influenciam a ordem de visita às cidades: - cada cidade só deve ser visitada uma vez. - a cidade e deve ser visitada antes de f. - a cidade f deve ser visitada antes de i. - a cidade i deve ser visitada após g. - a cidade h deve ser visitada após g. - a cidade j deve ser visitada após i. - a cidade s não pode ser visitada nem imediatamente antes, nem imediatamente depois das cidades f ou i.",(a) 2 (b) 3 (c) 4 (d) 5 (e) 6,"se e e g são, respectivamente, a primeira e a segunda cidades visitadas, quantas diferentes posições na ordem de visitação s pode ter?",ordenação
2007,2,1,24,marionetes,"um grupo de manipulação de bonecos precisa se apresentar em sete cidades: e, f, g, h, i, j e s. as seguintes condições influenciam a ordem de visita às cidades: - cada cidade só deve ser visitada uma vez. - a cidade e deve ser visitada antes de f. - a cidade f deve ser visitada antes de i. - a cidade i deve ser visitada após g. - a cidade h deve ser visitada após g. - a cidade j deve ser visitada após i. - a cidade s não pode ser visitada nem imediatamente antes, nem imediatamente depois das cidades f ou i.",(a) quarta: f; quinta: i (b) quarta: g; quinta: f (c) quarta: g; quinta: s (d) quarta: h; quinta: s (e) quarta: s; quinta: g,"se s é visitada algum momento após e, e j é visitada em sexto, então as cidades que ocupam a quarta e quinta posição na ordem de visitação podem ser:",ordenação
2007,2,1,25,marionetes,"um grupo de manipulação de bonecos precisa se apresentar em sete cidades: e, f, g, h, i, j e s. as seguintes condições influenciam a ordem de visita às cidades: - cada cidade só deve ser visitada uma vez. - a cidade e deve ser visitada antes de f. - a cidade f deve ser visitada antes de i. - a cidade i deve ser visitada após g. - a cidade h deve ser visitada após g. - a cidade j deve ser visitada após i. - a cidade s não pode ser visitada nem imediatamente antes, nem imediatamente depois das cidades f ou i.",(a) h é a segunda cidade visitada. (b) s é a quarta cidade visitada. (c) g é a sexta cidade visitada. (d) s é a quinta cidade visitada. (e) j é a sexta cidade visitada.,"qual afirmação, em conjunto com as demais restrições existentes, possui informação suficiente para determinar a exata ordem de visita das cidades?",ordenação
2007,2,2,14,jornaleiro,"um jornaleiro possui as revistas de publicação mensal r, s, t, u, v, x, y, e z. todo mês os preços delas são reajustados, mas mantêm as seguintes condições: - os preços sempre são valores inteiros, ou seja, não possuem centavos de reais. - a revista x é mais cara do que a t e a z. - a revista z é mais cara do que a t e a y. - a revista t é mais cara do que a r. - a revista r é mais cara do que a v. - a revista y é mais cara do que a v. - a revista u é mais cara do que a r, mas custa menos do que a s.",(a) u (b) z (c) t (d) r (e) y,"se a revista u é mais cara que a revista z e a revista s tem o mesmo valor que a revista x, qual a revista que tem o segundo preço mais caro?",ordenação
